06:17:48.778677 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 66
06:17:48.778738 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 36
06:17:48.778745 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 69
06:17:48.778816 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 71
06:17:48.778873 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 61
06:17:48.778875 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 36
06:17:48.778912 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 36
06:17:48.778948 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 50
06:17:48.779003 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 36
06:17:48.779053 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 61
06:17:48.779096 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 36
06:17:48.779113 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 51
06:17:48.779159 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 36
06:17:48.779174 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 54
06:17:48.779210 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 61
06:17:48.779253 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 36
06:17:48.779263 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 36
06:17:48.779326 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 61
06:17:48.779334 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 49
06:17:48.779382 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 36
06:17:48.779387 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 36
06:17:48.779460 IP 10.253.0.2.50003 > 10.253.0.1.39746: UDP, length 61
06:17:48.779509 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 36
06:17:48.779587 IP 10.253.0.1.39746 > 10.253.0.2.50003: UDP, length 61
